ResponseId,Age,Gender,Sexuality,Country,EdLevel,LearnCode,Employment,ConvertedCompYearly,YearsLearnPro,Degree
26078,18-24 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,4668.0,2.0,Yes
26084,35-44 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Traditional,Employed,70264.0,5.0,Yes
26087,35-44 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,24744.0,8.0,Yes
26088,> 45 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,30240.0,7.0,Yes
26134,18-24 years old,Man,Straight / Heterosexual,Brazil,"Professional degree (JD, MD, etc.)",Both,Employed,20616.0,2.0,Yes
26136,25-34 years old,Man,Straight / Heterosexual,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,59558.0,6.0,Yes
26165,35-44 years old,Man,Straight / Heterosexual,Mexico,"Professional degree (JD, MD, etc.)",Both,Employed,51708.0,5.0,Yes
26168,> 45 years old,Man,Straight / Heterosexual,Mexico,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Traditional,"Independent contractor, freelancer, or self-employed",,0.0,Yes
26174,25-34 years old,Man,Straight / Heterosexual,Uruguay,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,49800.0,3.0,Yes
26220,18-24 years old,Man,Straight / Heterosexual,Guatemala,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Student,,,No
26247,25-34 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,32429.0,2.5,Yes
26271,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,24744.0,5.0,Yes
26277,> 45 years old,Man,Straight / Heterosexual,Colombia,Some college/university study without earning a degree,Non-traditional,"Independent contractor, freelancer, or self-employed",10596.0,2.0,No
26289,25-34 years old,Man,Straight / Heterosexual,Ecuador,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,38400.0,5.0,Yes
26312,18-24 years old,Man,Straight / Heterosexual,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Student,,,No
26336,25-34 years old,Man,Straight / Heterosexual,Mexico,Some college/university study without earning a degree,Both,Employed,40399.0,5.0,No
26338,25-34 years old,Man,LGBT / Non-hetero,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,28105.0,7.0,Yes
26339,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Not employed,,,Yes
26345,25-34 years old,Man,LGBT / Non-hetero,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,12924.0,4.0,Yes
26395,> 45 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,,10.0,Yes
26403,25-34 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,21996.0,8.0,No
26431,35-44 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,,3.0,Yes
26454,25-34 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,1426896.0,6.0,Yes
26465,18-24 years old,Man,LGBT / Non-hetero,Brazil,Some college/university study without earning a degree,Both,Employed,35736.0,4.0,No
26474,25-34 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,,4.0,Yes
26481,> 45 years old,Man,Straight / Heterosexual,Chile,"Professional degree (JD, MD, etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",37632.0,3.0,Yes
26496,25-34 years old,Man,LGBT / Non-hetero,Bolivia,"Professional degree (JD, MD, etc.)",Both,Employed,6600.0,6.0,Yes
26497,18-24 years old,Man,LGBT / Non-hetero,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,16488.0,5.0,Yes
26523,Under 18 years old,Man,Straight / Heterosexual,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Both,Not employed,,,No
26530,25-34 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,54000.0,10.0,Yes
26541,> 45 years old,Man,LGBT / Non-hetero,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,27492.0,5.0,Yes
26582,> 45 years old,Man,Straight / Heterosexual,Argentina,Some college/university study without earning a degree,Non-traditional,"Independent contractor, freelancer, or self-employed",97308.0,10.0,No
26592,35-44 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,27492.0,10.0,Yes
26600,18-24 years old,Man,Straight / Heterosexual,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Both,Employed,19236.0,1.0,No
26606,25-34 years old,Man,Straight / Heterosexual,Spain,"Professional degree (JD, MD, etc.)",Both,Employed,14400.0,4.5,Yes
26623,18-24 years old,Man,Straight / Heterosexual,Spain,"Professional degree (JD, MD, etc.)",Both,Student,,,Yes
26628,> 45 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,27492.0,2.0,Yes
26631,25-34 years old,Man,Straight / Heterosexual,Argentina,Some college/university study without earning a degree,Non-traditional,Employed,,5.0,No
26644,25-34 years old,Man,Straight / Heterosexual,Spain,Primary/elementary school,Non-traditional,Employed,26484.0,3.0,No
26658,25-34 years old,Man,LGBT / Non-hetero,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,23364.0,4.0,Yes
26675,35-44 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",,3.0,Yes
26683,18-24 years old,Man,Straight / Heterosexual,Peru,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Not employed,,,No
26684,18-24 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,17296.0,3.5,Yes
26690,35-44 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,35736.0,1.0,Yes
26691,35-44 years old,Man,LGBT / Non-hetero,Mexico,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,,,Yes
26697,> 45 years old,Man,Straight / Heterosexual,Chile,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Student,,,No
26704,35-44 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",194600.0,5.0,Yes
26708,18-24 years old,Man,Straight / Heterosexual,Peru,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Student,,,No
26713,,Other,LGBT / Non-hetero,Spain,,,Employed,,,Yes
26744,25-34 years old,Man,Straight / Heterosexual,Spain,Some college/university study without earning a degree,,Employed,37834.0,4.0,No
26746,25-34 years old,Man,LGBT / Non-hetero,Argentina,"Associate degree (A.A., A.S., etc.)",Non-traditional,Employed,29196.0,1.0,Yes
26747,18-24 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,3300.0,0.5,Yes
26764,35-44 years old,Man,Straight / Heterosexual,Spain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Employed,59454.0,2.0,No
26765,> 45 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Both,Employed,,3.0,No
26778,18-24 years old,Man,LGBT / Non-hetero,Spain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Employed,14376.0,2.0,No
26787,18-24 years old,Man,Straight / Heterosexual,Spain,Some college/university study without earning a degree,Both,Student,,,No
26797,25-34 years old,Man,Straight / Heterosexual,Mexico,"Associate degree (A.A., A.S., etc.)",Traditional,Employed,18422.0,3.0,Yes
26802,18-24 years old,Man,Straight / Heterosexual,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Student,,,No
26809,> 45 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,14292.0,3.0,No
26810,25-34 years old,Man,Straight / Heterosexual,Brazil,"Associate degree (A.A., A.S., etc.)",Non-traditional,Employed,27708.0,2.0,Yes
26812,> 45 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,81074.0,7.0,Yes
26823,25-34 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,44320.0,7.0,Yes
26824,> 45 years old,Other,LGBT / Non-hetero,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,,5.0,Yes
26827,Under 18 years old,Man,LGBT / Non-hetero,Mexico,Primary/elementary school,Non-traditional,Student,,,No
26832,18-24 years old,Man,LGBT / Non-hetero,Paraguay,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",,,No
26833,35-44 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Both,Employed,,2.0,No
26844,> 45 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,3436.0,5.0,Yes
26849,25-34 years old,Man,Straight / Heterosexual,Costa Rica,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,72000.0,3.0,Yes
26878,35-44 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,18552.0,2.0,No
26890,25-34 years old,Man,Straight / Heterosexual,Bolivia,Something else,Traditional,Employed,864.0,13.0,No
26895,18-24 years old,Other,LGBT / Non-hetero,Spain,Some college/university study without earning a degree,Both,Not employed,,,No
26905,25-34 years old,Man,Straight / Heterosexual,Spain,"Other doctoral degree (Ph.D., Ed.D., etc.)",Non-traditional,Employed,454008.0,0.0,Yes
26913,25-34 years old,Man,LGBT / Non-hetero,Paraguay,Some college/university study without earning a degree,Non-traditional,"Independent contractor, freelancer, or self-employed",,,No
26915,25-34 years old,Man,Straight / Heterosexual,Paraguay,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,"Independent contractor, freelancer, or self-employed",,5.0,Yes
26919,25-34 years old,Man,LGBT / Non-hetero,Brazil,"Professional degree (JD, MD, etc.)",Both,Not employed,,,Yes
26920,35-44 years old,Man,Straight / Heterosexual,Chile,Some college/university study without earning a degree,Both,"Independent contractor, freelancer, or self-employed",78000.0,10.0,No
26921,25-34 years old,Man,LGBT / Non-hetero,Colombia,"Professional degree (JD, MD, etc.)",Both,Employed,,0.0,Yes
26946,35-44 years old,Man,LGBT / Non-hetero,Guatemala,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,39324.0,5.0,Yes
26957,25-34 years old,Man,Straight / Heterosexual,Spain,"Professional degree (JD, MD, etc.)",Traditional,Employed,,2.0,Yes
26964,35-44 years old,Man,Straight / Heterosexual,Spain,Some college/university study without earning a degree,Both,Employed,518868.0,2.0,No
26977,35-44 years old,Man,Straight / Heterosexual,Chile,Some college/university study without earning a degree,Non-traditional,Employed,,2.0,No
26980,35-44 years old,Man,LGBT / Non-hetero,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,156000.0,2.0,Yes
26989,25-34 years old,Man,Straight / Heterosexual,Chile,Some college/university study without earning a degree,Non-traditional,Employed,33120.0,1.0,No
26990,Under 18 years old,Woman,Straight / Heterosexual,Mexico,Some college/university study without earning a degree,Both,Student,,,No
27002,25-34 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,38784.0,5.0,Yes
27019,25-34 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,38400.0,5.0,Yes
27028,> 45 years old,Man,Straight / Heterosexual,Spain,Some college/university study without earning a degree,Non-traditional,Employed,50806.0,6.0,No
27041,25-34 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,,3.0,Yes
27051,25-34 years old,Man,Straight / Heterosexual,Peru,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,54000.0,6.0,Yes
27061,25-34 years old,Man,Straight / Heterosexual,Peru,Some college/university study without earning a degree,Non-traditional,Employed,,4.0,No
27063,25-34 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,51708.0,4.0,Yes
27066,18-24 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,16164.0,1.0,Yes
27068,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,31608.0,3.0,Yes
27069,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,14889.0,4.0,Yes
27079,35-44 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",16488.0,4.0,Yes
27091,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Student,,,Yes
27094,> 45 years old,Man,Straight / Heterosexual,Spain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",,9.0,No
27095,18-24 years old,Man,LGBT / Non-hetero,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,6468.0,3.0,Yes
27103,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,15120.0,4.0,Yes
27104,35-44 years old,Man,Straight / Heterosexual,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,"Independent contractor, freelancer, or self-employed",12360.0,10.0,Yes
27107,35-44 years old,Man,Straight / Heterosexual,Chile,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,39132.0,4.0,Yes
27108,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,24048.0,,Yes
27116,25-34 years old,Man,Straight / Heterosexual,Peru,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Not employed,,,Yes
27117,25-34 years old,Man,Straight / Heterosexual,Argentina,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,38928.0,7.0,Yes
27119,35-44 years old,Man,Straight / Heterosexual,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,24720.0,7.0,Yes
27121,25-34 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,43239.0,4.0,Yes
27127,> 45 years old,Man,Straight / Heterosexual,Argentina,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,,15.0,Yes
27130,> 45 years old,Man,Straight / Heterosexual,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,,4.0,Yes
27133,35-44 years old,Man,Straight / Heterosexual,Ecuador,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Traditional,Employed,36000.0,11.0,Yes
27135,25-34 years old,Man,Straight / Heterosexual,Argentina,"Other doctoral degree (Ph.D., Ed.D., etc.)",Non-traditional,Employed,48660.0,2.0,Yes
27136,35-44 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,32988.0,5.0,Yes
27138,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,23364.0,8.0,Yes
27139,35-44 years old,Man,LGBT / Non-hetero,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,21996.0,5.0,Yes
27142,25-34 years old,Woman,Straight / Heterosexual,Chile,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,18060.0,5.0,Yes
27143,18-24 years old,Man,Straight / Heterosexual,Brazil,"Associate degree (A.A., A.S., etc.)",Both,Student,,,Yes
27149,25-34 years old,Man,LGBT / Non-hetero,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,,4.0,Yes
27151,18-24 years old,Man,Straight / Heterosexual,Argentina,Some college/university study without earning a degree,Non-traditional,Not employed,,,No
27155,> 45 years old,Man,Straight / Heterosexual,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,24744.0,4.0,Yes
27162,18-24 years old,Man,Straight / Heterosexual,Spain,"Professional degree (JD, MD, etc.)",Both,Employed,20760.0,3.0,Yes
27163,18-24 years old,Man,Straight / Heterosexual,Colombia,Some college/university study without earning a degree,Both,Employed,11652.0,3.5,No
27171,25-34 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Both,Employed,9624.0,4.0,No
27173,18-24 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,3576.0,2.5,Yes
27174,> 45 years old,Man,LGBT / Non-hetero,Spain,"Associate degree (A.A., A.S., etc.)",Both,Employed,64859.0,5.0,Yes
27177,18-24 years old,Man,Straight / Heterosexual,Brazil,"Associate degree (A.A., A.S., etc.)",Both,Employed,10992.0,5.0,Yes
27178,25-34 years old,Man,Straight / Heterosexual,Mexico,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,,4.0,Yes
27181,25-34 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,56211.0,5.0,Yes
27183,25-34 years old,Man,Straight / Heterosexual,Spain,Some college/university study without earning a degree,Non-traditional,Employed,648588.0,1.0,No
27184,35-44 years old,Man,Straight / Heterosexual,Argentina,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,,2.0,Yes
27193,35-44 years old,Man,Straight / Heterosexual,Colombia,"Professional degree (JD, MD, etc.)",Both,"Independent contractor, freelancer, or self-employed",37080.0,5.0,Yes
27196,18-24 years old,Man,Straight / Heterosexual,Ecuador,"Associate degree (A.A., A.S., etc.)",Non-traditional,Employed,22800.0,2.0,Yes
27197,35-44 years old,Man,LGBT / Non-hetero,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,27492.0,0.0,Yes
27202,18-24 years old,Man,Straight / Heterosexual,Ecuador,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,16800.0,5.0,Yes
27205,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,42000.0,3.0,Yes
27207,18-24 years old,Man,LGBT / Non-hetero,Colombia,"Professional degree (JD, MD, etc.)",Non-traditional,Employed,2124.0,4.0,Yes
27215,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,7692.0,1.0,Yes
27218,18-24 years old,Woman,Straight / Heterosexual,Colombia,"Professional degree (JD, MD, etc.)",Non-traditional,Employed,5652.0,2.0,Yes
27222,25-34 years old,Man,Straight / Heterosexual,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,57267.0,7.0,Yes
27226,35-44 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,27492.0,3.0,Yes
27239,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,21996.0,4.0,Yes
27247,25-34 years old,Man,Straight / Heterosexual,Ecuador,Some college/university study without earning a degree,Non-traditional,Employed,8400.0,5.0,No
27252,> 45 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",,2.0,Yes
27255,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,6876.0,3.0,Yes
27265,25-34 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,13740.0,7.0,No
27268,25-34 years old,Man,LGBT / Non-hetero,Colombia,"Professional degree (JD, MD, etc.)",Traditional,Employed,,5.0,Yes
27269,35-44 years old,Man,LGBT / Non-hetero,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,,13.0,Yes
27270,25-34 years old,Man,LGBT / Non-hetero,Argentina,Some college/university study without earning a degree,Non-traditional,Employed,,7.0,No
27272,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,30240.0,3.0,Yes
27274,35-44 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,16488.0,3.5,Yes
27280,35-44 years old,Man,LGBT / Non-hetero,Colombia,"Professional degree (JD, MD, etc.)",Both,"Independent contractor, freelancer, or self-employed",,15.0,Yes
27282,35-44 years old,Man,Straight / Heterosexual,Mexico,"Professional degree (JD, MD, etc.)",Both,Employed,972.0,0.0,Yes
27286,35-44 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,72800.0,8.0,Yes
27288,25-34 years old,Man,Straight / Heterosexual,Paraguay,"Professional degree (JD, MD, etc.)",Both,Employed,16548.0,2.0,Yes
27303,25-34 years old,Man,LGBT / Non-hetero,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,"Independent contractor, freelancer, or self-employed",20892.0,2.0,Yes
27310,35-44 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",142692.0,0.0,Yes
27315,25-34 years old,Man,Straight / Heterosexual,Mexico,"Professional degree (JD, MD, etc.)",Both,Employed,32316.0,2.0,Yes
27317,35-44 years old,Man,LGBT / Non-hetero,Argentina,Some college/university study without earning a degree,Non-traditional,Employed,48660.0,2.0,No
27319,35-44 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,19512.0,2.0,Yes
27321,25-34 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,27492.0,7.0,No
27328,,Other,LGBT / Non-hetero,Brazil,Some college/university study without earning a degree,Non-traditional,"Independent contractor, freelancer, or self-employed",,,No
27331,25-34 years old,Man,LGBT / Non-hetero,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,28248.0,2.0,Yes
27335,18-24 years old,Man,Straight / Heterosexual,Mexico,Some college/university study without earning a degree,Both,Student,,,No
27336,18-24 years old,Man,Straight / Heterosexual,Mexico,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Employed,,2.0,No
27343,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,6876.0,4.0,Yes
27346,25-34 years old,Woman,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,87960.0,5.0,Yes
27347,35-44 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,24744.0,6.0,No
27348,25-34 years old,Man,Straight / Heterosexual,Ecuador,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",,10.0,Yes
27362,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,21996.0,9.0,Yes
27365,25-34 years old,Man,Straight / Heterosexual,Argentina,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,97308.0,4.0,Yes
27378,35-44 years old,Man,Straight / Heterosexual,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Employed,,0.0,No
27382,35-44 years old,Man,Straight / Heterosexual,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,32988.0,5.0,Yes
27386,35-44 years old,Man,LGBT / Non-hetero,Argentina,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",,14.0,Yes
27392,35-44 years old,Woman,LGBT / Non-hetero,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,,7.0,Yes
27393,35-44 years old,Man,Straight / Heterosexual,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,,4.0,Yes
27395,18-24 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,10176.0,2.5,No
27405,35-44 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",70264.0,14.0,Yes
27409,25-34 years old,Man,Straight / Heterosexual,Costa Rica,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,,4.0,Yes
27410,25-34 years old,Man,LGBT / Non-hetero,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,,5.0,Yes
27412,35-44 years old,Man,LGBT / Non-hetero,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,13740.0,5.0,Yes
27413,,Other,LGBT / Non-hetero,Spain,Some college/university study without earning a degree,Both,Student,,,No
27416,25-34 years old,Man,Straight / Heterosexual,Colombia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,21192.0,1.0,Yes
27419,25-34 years old,Man,LGBT / Non-hetero,Mexico,"Professional degree (JD, MD, etc.)",Non-traditional,Employed,,,Yes
27428,35-44 years old,Man,Straight / Heterosexual,Mexico,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Traditional,Employed,,0.0,Yes
27432,25-34 years old,Woman,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Not employed,,,Yes
27434,25-34 years old,Man,Straight / Heterosexual,Paraguay,Some college/university study without earning a degree,Non-traditional,Employed,23904.0,1.0,No
